agent_a,agent_b,seed,a_side,outcome,reward_a,reward_b,status_a,status_b,seconds
exit_v2_exit_producer256_v2_a100_000060,producer,20023,1,b,-1,1,DONE,DONE,101,6.2
exit_v2_exit_producer256_v2_a100_000060,v5,20000,0,b,-1,1,DONE,DONE,97,5.8
exit_v2_exit_producer256_v2_a100_000060,producer,20025,1,b,-1,1,DONE,DONE,113,7.5
exit_v2_exit_producer256_v2_a100_000060,v5,20001,1,b,-1,1,DONE,DONE,149,9.2
exit_v2_exit_producer256_v2_a100_000060,v5,20002,0,b,-1,1,DONE,DONE,81,5.1
exit_v2_exit_producer256_v2_a100_000060,v5,20005,1,b,-1,1,DONE,DONE,102,6.8
exit_v2_exit_producer256_v2_a100_000060,producer,20026,0,b,-1,1,DONE,DONE,138,13.8
exit_v2_exit_producer256_v2_a100_000060,v5,20004,0,b,-1,1,DONE,DONE,118,8.2
exit_v2_exit_producer256_v2_a100_000060,v5,20003,1,b,-1,1,DONE,DONE,132,9.8
exit_v2_exit_producer256_v2_a100_000060,producer,20027,1,b,-1,1,DONE,DONE,98,11.2
exit_v2_exit_producer256_v2_a100_000060,v5,20007,1,b,-1,1,DONE,DONE,132,11.0
exit_v2_exit_producer256_v2_a100_000060,v5,20006,0,b,-1,1,DONE,DONE,115,11.8
exit_v2_exit_producer256_v2_a100_000060,v5,20010,0,b,-1,1,DONE,DONE,95,9.7
exit_v2_exit_producer256_v2_a100_000060,producer,20029,1,b,-1,1,DONE,DONE,96,14.4
exit_v2_exit_producer256_v2_a100_000060,v5,20008,0,b,-1,1,DONE,DONE,126,18.2
exit_v2_exit_producer256_v2_a100_000060,v5,20012,0,b,-1,1,DONE,DONE,94,8.8
exit_v2_exit_producer256_v2_a100_000060,v5,20011,1,b,-1,1,DONE,DONE,97,9.4
exit_v2_exit_producer256_v2_a100_000060,v5,20014,0,b,-1,1,DONE,DONE,94,15.1
exit_v2_exit_producer256_v2_a100_000060,v5,20016,0,b,-1,1,DONE,DONE,105,10.2
exit_v2_exit_producer256_v2_a100_000060,v5,20015,1,b,-1,1,DONE,DONE,86,12.6
exit_v2_exit_producer256_v2_a100_000060,v5,20017,1,b,-1,1,DONE,DONE,101,10.5
exit_v2_exit_producer256_v2_a100_000060,v5,20013,1,b,-1,1,DONE,DONE,86,13.7
exit_v2_exit_producer256_v2_a100_000060,v5,20009,1,b,-1,1,DONE,DONE,128,19.4
exit_v2_exit_producer256_v2_a100_000060,v5,20018,0,b,-1,1,DONE,DONE,106,13.4
exit_v2_exit_producer256_v2_a100_000060,v5,20022,0,b,-1,1,DONE,DONE,91,7.2
exit_v2_exit_producer256_v2_a100_000060,v5,20024,0,b,-1,1,DONE,DONE,79,6.2
exit_v2_exit_producer256_v2_a100_000060,v5,20023,1,b,-1,1,DONE,DONE,135,10.0
exit_v2_exit_producer256_v2_a100_000060,v5,20025,1,b,-1,1,DONE,DONE,110,10.1
exit_v2_exit_producer256_v2_a100_000060,v5,20020,0,b,-1,1,DONE,DONE,106,9.8
exit_v2_exit_producer256_v2_a100_000060,v5,20028,0,b,-1,1,DONE,DONE,112,10.1
exit_v2_exit_producer256_v2_a100_000060,v5,20026,0,b,-1,1,DONE,DONE,123,16.3
exit_v2_exit_producer256_v2_a100_000060,v5,20021,1,b,-1,1,DONE,DONE,109,17.2
exit_v2_exit_producer256_v2_a100_000060,v5,20029,1,b,-1,1,DONE,DONE,245,21.8
exit_v2_exit_producer256_v2_a100_000060,v5,20027,1,b,-1,1,DONE,DONE,117,11.7
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20002,0,b,-1,1,DONE,DONE,126,13.7
exit_v2_exit_producer256_v2_a100_000060,v5,20019,1,a,1,-1,DONE,DONE,499,50.3
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20005,1,a,1,-1,DONE,DONE,227,19.0
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20000,0,a,1,-1,DONE,DONE,499,42.2
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20006,0,a,1,-1,DONE,DONE,293,16.3
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20003,1,a,1,-1,DONE,DONE,499,38.1
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20007,1,a,1,-1,DONE,DONE,253,16.3
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20004,0,b,-1,1,DONE,DONE,265,37.7
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20001,1,a,1,-1,DONE,DONE,499,41.9
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20011,1,a,1,-1,DONE,DONE,284,16.5
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20009,1,a,1,-1,DONE,DONE,499,29.3
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20014,0,a,1,-1,DONE,DONE,499,23.7
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20013,1,a,1,-1,DONE,DONE,499,36.1
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20010,0,a,1,-1,DONE,DONE,499,48.4
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20008,0,a,1,-1,DONE,DONE,499,43.7
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20015,1,b,-1,1,DONE,DONE,243,26.8
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20018,0,b,-1,1,DONE,DONE,151,12.2
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20012,0,a,1,-1,DONE,DONE,499,39.2
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20017,1,a,1,-1,DONE,DONE,499,28.1
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20021,1,a,1,-1,DONE,DONE,499,30.9
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20016,0,b,-1,1,DONE,DONE,203,25.4
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20020,0,b,-1,1,DONE,DONE,181,17.5
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20023,1,a,1,-1,DONE,DONE,499,26.0
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20022,0,a,1,-1,DONE,DONE,499,37.0
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20026,0,a,1,-1,DONE,DONE,203,8.0
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20029,1,a,1,-1,DONE,DONE,192,6.4
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20019,1,a,1,-1,DONE,DONE,499,39.0
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20025,1,b,-1,1,DONE,DONE,344,25.1
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20024,0,a,1,-1,DONE,DONE,499,32.1
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20001,1,b,-1,1,DONE,DONE,160,9.3
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20027,1,a,1,-1,DONE,DONE,163,11.4
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20000,0,a,1,-1,DONE,DONE,499,17.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20002,0,a,1,-1,DONE,DONE,499,19.7
exit_v2_exit_producer256_v2_a100_000060,ow_proto,20028,0,b,-1,1,DONE,DONE,394,36.2
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20007,1,a,1,-1,DONE,DONE,79,3.5
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20004,0,a,1,-1,DONE,DONE,499,31.3
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20003,1,a,1,-1,DONE,DONE,499,33.4
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20005,1,a,1,-1,DONE,DONE,119,5.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20008,0,a,1,-1,DONE,DONE,499,23.1
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20012,0,b,-1,1,DONE,DONE,168,10.6
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20006,0,a,1,-1,DONE,DONE,223,18.3
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20009,1,a,1,-1,DONE,DONE,136,11.6
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20014,0,a,1,-1,DONE,DONE,295,15.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20011,1,a,1,-1,DONE,DONE,499,30.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20010,0,a,1,-1,DONE,DONE,499,32.0
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20015,1,a,1,-1,DONE,DONE,303,16.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20017,1,a,1,-1,DONE,DONE,112,5.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20013,1,b,-1,1,DONE,DONE,111,5.3
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20016,0,b,-1,1,DONE,DONE,203,18.6
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20019,1,b,-1,1,DONE,DONE,210,9.6
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20018,0,a,1,-1,DONE,DONE,145,11.2
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20023,1,a,1,-1,DONE,DONE,121,6.3
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20022,0,b,-1,1,DONE,DONE,206,10.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20026,0,a,1,-1,DONE,DONE,226,8.5
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20027,1,a,1,-1,DONE,DONE,192,7.5
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20028,0,a,1,-1,DONE,DONE,161,6.8
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20024,0,a,1,-1,DONE,DONE,499,23.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20025,1,a,1,-1,DONE,DONE,106,4.8
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20021,1,a,1,-1,DONE,DONE,134,10.7
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20020,0,a,1,-1,DONE,DONE,499,22.3
exit_v2_exit_producer256_v2_a100_000060,enders_1000,20029,1,a,1,-1,DONE,DONE,499,32.2
producer,v5,20004,0,b,-1,1,DONE,DONE,273,31.6
producer,v5,20002,0,b,-1,1,DONE,DONE,499,50.8
producer,v5,20001,1,b,-1,1,DONE,DONE,207,35.4
producer,v5,20005,1,b,-1,1,DONE,DONE,139,24.4
producer,v5,20006,0,a,1,-1,DONE,DONE,222,29.9
producer,v5,20000,0,tie,1,1,DONE,DONE,499,62.6
producer,v5,20003,1,tie,1,1,DONE,DONE,499,87.3
producer,v5,20008,0,b,-1,1,DONE,DONE,220,33.0
producer,v5,20007,1,b,-1,1,DONE,DONE,423,37.4
producer,v5,20011,1,a,1,-1,DONE,DONE,218,16.4
producer,v5,20014,0,a,1,-1,DONE,DONE,164,12.0
producer,v5,20009,1,a,1,-1,DONE,DONE,231,34.2
producer,v5,20012,0,b,-1,1,DONE,DONE,195,20.1
producer,v5,20013,1,b,-1,1,DONE,DONE,228,29.4
producer,v5,20018,0,b,-1,1,DONE,DONE,158,11.1
producer,v5,20015,1,a,1,-1,DONE,DONE,499,33.2
producer,v5,20017,1,b,-1,1,DONE,DONE,141,17.8
producer,v5,20010,0,a,1,-1,DONE,DONE,471,58.7
producer,v5,20016,0,a,1,-1,DONE,DONE,380,42.5
producer,v5,20019,1,b,-1,1,DONE,DONE,181,27.7
producer,v5,20021,1,b,-1,1,DONE,DONE,176,21.8
producer,v5,20022,0,a,1,-1,DONE,DONE,242,26.6
producer,v5,20024,0,b,-1,1,DONE,DONE,236,25.8
producer,v5,20023,1,a,1,-1,DONE,DONE,418,41.2
producer,v5,20020,0,b,-1,1,DONE,DONE,499,59.0
producer,v5,20026,0,a,1,-1,DONE,DONE,149,28.2
producer,v5,20025,1,a,1,-1,DONE,DONE,192,33.6
producer,v5,20027,1,tie,1,1,DONE,DONE,499,56.8
producer,v5,20028,0,b,-1,1,DONE,DONE,246,23.9
producer,v5,20029,1,a,1,-1,DONE,DONE,202,17.4
exit_v2_exit_producer256_v2_a100_000025,producer,20000,0,b,-1,1,DONE,DONE,93,5.1
exit_v2_exit_producer256_v2_a100_000025,producer,20004,0,b,-1,1,DONE,DONE,99,5.8
exit_v2_exit_producer256_v2_a100_000025,producer,20001,1,b,-1,1,DONE,DONE,105,7.1
exit_v2_exit_producer256_v2_a100_000025,producer,20005,1,b,-1,1,DONE,DONE,99,8.1
exit_v2_exit_producer256_v2_a100_000025,producer,20002,0,b,-1,1,DONE,DONE,106,8.9
exit_v2_exit_producer256_v2_a100_000025,producer,20006,0,b,-1,1,DONE,DONE,96,6.5
exit_v2_exit_producer256_v2_a100_000025,producer,20003,1,b,-1,1,DONE,DONE,104,9.3
exit_v2_exit_producer256_v2_a100_000025,producer,20007,1,b,-1,1,DONE,DONE,111,5.8
exit_v2_exit_producer256_v2_a100_000025,producer,20008,0,b,-1,1,DONE,DONE,101,5.3
exit_v2_exit_producer256_v2_a100_000025,producer,20013,1,b,-1,1,DONE,DONE,105,7.3
exit_v2_exit_producer256_v2_a100_000025,producer,20011,1,b,-1,1,DONE,DONE,79,8.3
exit_v2_exit_producer256_v2_a100_000025,producer,20014,0,b,-1,1,DONE,DONE,101,6.9
exit_v2_exit_producer256_v2_a100_000025,producer,20010,0,b,-1,1,DONE,DONE,88,10.2
exit_v2_exit_producer256_v2_a100_000025,producer,20012,0,b,-1,1,DONE,DONE,135,15.4
exit_v2_exit_producer256_v2_a100_000025,producer,20015,1,b,-1,1,DONE,DONE,126,8.2
exit_v2_exit_producer256_v2_a100_000025,producer,20017,1,b,-1,1,DONE,DONE,104,8.5
exit_v2_exit_producer256_v2_a100_000025,producer,20009,1,b,-1,1,DONE,DONE,175,18.9
exit_v2_exit_producer256_v2_a100_000025,producer,20016,0,b,-1,1,DONE,DONE,106,11.1
exit_v2_exit_producer256_v2_a100_000025,producer,20018,0,b,-1,1,DONE,DONE,122,10.4
exit_v2_exit_producer256_v2_a100_000025,producer,20019,1,b,-1,1,DONE,DONE,99,7.3
exit_v2_exit_producer256_v2_a100_000025,producer,20020,0,b,-1,1,DONE,DONE,106,9.5
exit_v2_exit_producer256_v2_a100_000025,producer,20025,1,b,-1,1,DONE,DONE,108,9.0
exit_v2_exit_producer256_v2_a100_000025,producer,20023,1,b,-1,1,DONE,DONE,97,11.7
exit_v2_exit_producer256_v2_a100_000025,producer,20026,0,b,-1,1,DONE,DONE,109,10.9
exit_v2_exit_producer256_v2_a100_000025,producer,20021,1,b,-1,1,DONE,DONE,104,12.5
exit_v2_exit_producer256_v2_a100_000025,producer,20022,0,b,-1,1,DONE,DONE,130,15.7
exit_v2_exit_producer256_v2_a100_000025,producer,20024,0,b,-1,1,DONE,DONE,135,14.5
exit_v2_exit_producer256_v2_a100_000025,v5,20000,0,b,-1,1,DONE,DONE,83,9.2
exit_v2_exit_producer256_v2_a100_000025,producer,20027,1,b,-1,1,DONE,DONE,117,13.0
exit_v2_exit_producer256_v2_a100_000025,v5,20001,1,b,-1,1,DONE,DONE,101,12.3
exit_v2_exit_producer256_v2_a100_000025,producer,20028,0,b,-1,1,DONE,DONE,106,13.0
exit_v2_exit_producer256_v2_a100_000025,v5,20003,1,b,-1,1,DONE,DONE,88,9.4
exit_v2_exit_producer256_v2_a100_000025,producer,20029,1,b,-1,1,DONE,DONE,117,13.1
exit_v2_exit_producer256_v2_a100_000025,v5,20006,0,b,-1,1,DONE,DONE,104,11.2
exit_v2_exit_producer256_v2_a100_000025,v5,20005,1,b,-1,1,DONE,DONE,122,13.0
exit_v2_exit_producer256_v2_a100_000025,v5,20004,0,b,-1,1,DONE,DONE,128,15.0
exit_v2_exit_producer256_v2_a100_000025,v5,20007,1,b,-1,1,DONE,DONE,119,13.7
exit_v2_exit_producer256_v2_a100_000025,v5,20008,0,b,-1,1,DONE,DONE,95,10.5
exit_v2_exit_producer256_v2_a100_000025,v5,20009,1,b,-1,1,DONE,DONE,93,10.3
exit_v2_exit_producer256_v2_a100_000025,v5,20002,0,b,-1,1,DONE,DONE,279,33.2
exit_v2_exit_producer256_v2_a100_000025,v5,20011,1,b,-1,1,DONE,DONE,102,12.1
exit_v2_exit_producer256_v2_a100_000025,v5,20010,0,b,-1,1,DONE,DONE,112,13.1
exit_v2_exit_producer256_v2_a100_000025,v5,20015,1,b,-1,1,DONE,DONE,98,12.6
exit_v2_exit_producer256_v2_a100_000025,v5,20016,0,b,-1,1,DONE,DONE,111,13.8
exit_v2_exit_producer256_v2_a100_000025,v5,20012,0,b,-1,1,DONE,DONE,177,22.3
exit_v2_exit_producer256_v2_a100_000025,v5,20013,1,b,-1,1,DONE,DONE,90,11.7
exit_v2_exit_producer256_v2_a100_000025,v5,20018,0,b,-1,1,DONE,DONE,126,12.8
exit_v2_exit_producer256_v2_a100_000025,v5,20020,0,b,-1,1,DONE,DONE,93,10.6
exit_v2_exit_producer256_v2_a100_000025,v5,20019,1,b,-1,1,DONE,DONE,153,14.6
exit_v2_exit_producer256_v2_a100_000025,v5,20017,1,b,-1,1,DONE,DONE,168,19.0
exit_v2_exit_producer256_v2_a100_000025,v5,20021,1,b,-1,1,DONE,DONE,107,13.9
exit_v2_exit_producer256_v2_a100_000025,v5,20014,0,a,1,-1,DONE,DONE,499,44.1
exit_v2_exit_producer256_v2_a100_000025,v5,20023,1,b,-1,1,DONE,DONE,122,14.9
exit_v2_exit_producer256_v2_a100_000025,v5,20025,1,b,-1,1,DONE,DONE,106,9.4
exit_v2_exit_producer256_v2_a100_000025,v5,20022,0,b,-1,1,DONE,DONE,112,10.5
exit_v2_exit_producer256_v2_a100_000025,v5,20026,0,b,-1,1,DONE,DONE,94,10.1
exit_v2_exit_producer256_v2_a100_000025,v5,20027,1,b,-1,1,DONE,DONE,115,10.5
exit_v2_exit_producer256_v2_a100_000025,v5,20028,0,b,-1,1,DONE,DONE,133,16.6
exit_v2_exit_producer256_v2_a100_000025,v5,20024,0,b,-1,1,DONE,DONE,115,18.0
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20000,0,a,1,-1,DONE,DONE,190,17.2
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20004,0,a,1,-1,DONE,DONE,226,19.8
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20002,0,a,1,-1,DONE,DONE,164,9.5
exit_v2_exit_producer256_v2_a100_000025,v5,20029,1,b,-1,1,DONE,DONE,154,25.8
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20003,1,a,1,-1,DONE,DONE,499,28.7
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20001,1,a,1,-1,DONE,DONE,499,37.8
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20005,1,b,-1,1,DONE,DONE,206,26.3
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20007,1,a,1,-1,DONE,DONE,308,18.2
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20009,1,a,1,-1,DONE,DONE,155,12.8
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20010,0,b,-1,1,DONE,DONE,305,24.7
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20006,0,a,1,-1,DONE,DONE,499,43.7
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20012,0,a,1,-1,DONE,DONE,499,35.8
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20013,1,a,1,-1,DONE,DONE,226,14.0
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20008,0,b,-1,1,DONE,DONE,333,52.0
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20011,1,a,1,-1,DONE,DONE,499,38.0
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20014,0,a,1,-1,DONE,DONE,202,14.6
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20019,1,b,-1,1,DONE,DONE,161,10.0
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20020,0,a,1,-1,DONE,DONE,119,5.4
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20017,1,a,1,-1,DONE,DONE,191,19.6
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20016,0,a,1,-1,DONE,DONE,174,19.9
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20018,0,a,1,-1,DONE,DONE,266,20.5
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20015,1,a,1,-1,DONE,DONE,499,34.7
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20021,1,b,-1,1,DONE,DONE,276,11.1
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20024,0,a,1,-1,DONE,DONE,166,7.6
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20022,0,a,1,-1,DONE,DONE,253,12.8
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20023,1,b,-1,1,DONE,DONE,207,12.9
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20029,1,a,1,-1,DONE,DONE,106,3.6
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20000,0,a,1,-1,DONE,DONE,142,4.1
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20027,1,a,1,-1,DONE,DONE,499,16.2
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20025,1,b,-1,1,DONE,DONE,125,4.3
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20028,0,b,-1,1,DONE,DONE,155,9.0
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20001,1,a,1,-1,DONE,DONE,163,5.9
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20004,0,a,1,-1,DONE,DONE,499,16.4
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20005,1,a,1,-1,DONE,DONE,158,8.2
exit_v2_exit_producer256_v2_a100_000025,ow_proto,20026,0,a,1,-1,DONE,DONE,499,17.4
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20002,0,a,1,-1,DONE,DONE,135,7.8
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20007,1,a,1,-1,DONE,DONE,96,3.5
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20006,0,a,1,-1,DONE,DONE,131,6.2
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20009,1,a,1,-1,DONE,DONE,187,6.0
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20008,0,a,1,-1,DONE,DONE,159,6.5
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20003,1,a,1,-1,DONE,DONE,100,5.7
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20014,0,a,1,-1,DONE,DONE,124,3.9
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20013,1,b,-1,1,DONE,DONE,109,4.2
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20012,0,a,1,-1,DONE,DONE,107,6.1
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20010,0,a,1,-1,DONE,DONE,222,12.9
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20011,1,a,1,-1,DONE,DONE,198,13.8
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20018,0,a,1,-1,DONE,DONE,105,5.3
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20017,1,a,1,-1,DONE,DONE,177,14.2
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20016,0,a,1,-1,DONE,DONE,305,19.9
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20020,0,a,1,-1,DONE,DONE,430,18.6
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20015,1,a,1,-1,DONE,DONE,499,29.4
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20019,1,a,1,-1,DONE,DONE,162,6.5
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20024,0,a,1,-1,DONE,DONE,117,4.6
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20026,0,b,-1,1,DONE,DONE,195,10.1
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20021,1,a,1,-1,DONE,DONE,196,9.0
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20028,0,a,1,-1,DONE,DONE,124,6.0
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20022,0,a,1,-1,DONE,DONE,168,13.0
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20029,1,b,-1,1,DONE,DONE,180,9.3
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20025,1,a,1,-1,DONE,DONE,109,4.3
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20023,1,a,1,-1,DONE,DONE,203,10.3
exit_v2_exit_producer256_v2_a100_000025,enders_1000,20027,1,a,1,-1,DONE,DONE,499,24.6
v5_max_waves_per_turn4,producer,20000,0,b,-1,1,DONE,DONE,172,10.5
v5_max_waves_per_turn4,producer,20001,1,b,-1,1,DONE,DONE,212,16.8
v5_max_waves_per_turn4,producer,20005,1,b,-1,1,DONE,DONE,141,16.1
v5_max_waves_per_turn4,producer,20003,1,b,-1,1,DONE,DONE,186,16.8
v5_max_waves_per_turn4,producer,20006,0,b,-1,1,DONE,DONE,221,18.0
v5_max_waves_per_turn4,producer,20004,0,a,1,-1,DONE,DONE,244,28.5
v5_max_waves_per_turn4,producer,20002,0,b,-1,1,DONE,DONE,274,33.4
v5_max_waves_per_turn4,producer,20009,1,b,-1,1,DONE,DONE,180,21.8
v5_max_waves_per_turn4,producer,20010,0,a,1,-1,DONE,DONE,145,13.9
v5_max_waves_per_turn4,producer,20008,0,a,1,-1,DONE,DONE,294,25.1
v5_max_waves_per_turn4,producer,20012,0,a,1,-1,DONE,DONE,191,15.6
v5_max_waves_per_turn4,producer,20014,0,a,1,-1,DONE,DONE,119,10.5
v5_max_waves_per_turn4,producer,20013,1,b,-1,1,DONE,DONE,130,16.2
v5_max_waves_per_turn4,producer,20011,1,a,1,-1,DONE,DONE,252,32.6
v5_max_waves_per_turn4,producer,20016,0,b,-1,1,DONE,DONE,187,14.1
v5_max_waves_per_turn4,producer,20007,1,tie,1,1,DONE,DONE,499,54.9
v5_max_waves_per_turn4,producer,20020,0,b,-1,1,DONE,DONE,182,15.3
v5_max_waves_per_turn4,producer,20018,0,a,1,-1,DONE,DONE,269,37.5
v5_max_waves_per_turn4,producer,20015,1,b,-1,1,DONE,DONE,499,52.7
v5_max_waves_per_turn4,producer,20017,1,tie,1,1,DONE,DONE,499,38.6
v5_max_waves_per_turn4,producer,20022,0,b,-1,1,DONE,DONE,147,19.2
v5_max_waves_per_turn4,producer,20019,1,tie,1,1,DONE,DONE,499,51.2
v5_max_waves_per_turn4,producer,20023,1,b,-1,1,DONE,DONE,127,19.2
v5_max_waves_per_turn4,producer,20025,1,a,1,-1,DONE,DONE,207,17.7
v5_max_waves_per_turn4,producer,20021,1,b,-1,1,DONE,DONE,499,52.1
v5_max_waves_per_turn4,producer,20026,0,b,-1,1,DONE,DONE,132,18.9
v5_max_waves_per_turn4,producer,20024,0,b,-1,1,DONE,DONE,295,33.3
v5_max_waves_per_turn4,producer,20027,1,b,-1,1,DONE,DONE,146,24.5
v5_max_waves_per_turn4,producer,20029,1,b,-1,1,DONE,DONE,204,23.0
v5_max_waves_per_turn4,producer,20030,0,b,-1,1,DONE,DONE,218,27.1
v5_max_waves_per_turn4,producer,20031,1,b,-1,1,DONE,DONE,215,28.2
v5_max_waves_per_turn4,producer,20032,0,b,-1,1,DONE,DONE,212,25.9
v5_max_waves_per_turn4,producer,20028,0,a,1,-1,DONE,DONE,183,23.2
v5_max_waves_per_turn4,producer,20036,0,a,1,-1,DONE,DONE,136,15.3
v5_max_waves_per_turn4,producer,20033,1,a,1,-1,DONE,DONE,277,32.9
v5_max_waves_per_turn4,producer,20035,1,b,-1,1,DONE,DONE,129,15.5
v5_max_waves_per_turn4,producer,20038,0,b,-1,1,DONE,DONE,161,24.5
v5_max_waves_per_turn4,producer,20034,0,a,1,-1,DONE,DONE,159,22.0
